start_station_id,start_station_name,Outflow,Inflow,Net_Balance,Total_Volume
5168.04,Grove St & Fresh Pond Rd,6045.0,5779,266.0,11824.0
5170.01,Stagg St & Morgan Ave,10993.0,11348,-355.0,22341.0
5175.08,Fulton St & Broadway,50905.0,51554,-649.0,102459.0
5176.04,Bleecker St & Forest Ave,6017.0,5846,171.0,11863.0
5178.06,Graham Ave & Grand St,39216.0,39414,-198.0,78630.0
5181.04,Cherry St,21332.0,21372,-40.0,42704.0
5184.08,West St & Liberty St,95099.0,95497,-398.0,190596.0
5187.03,Hope St & Union Ave,56402.0,56510,-108.0,112912.0
5190.07,Madison St & Clinton St,20936.0,21207,-271.0,42143.0
5190.09,Clinton St & Cherry St,36815.0,36519,296.0,73334.0
5195.06,S 4 St & Roebling St,56431.0,57106,-675.0,113537.0
5198.04,Market St & Cherry St,23773.0,24055,-282.0,47828.0
5199.01,65 Ln & Metropolitan Ave,2071.0,2036,35.0,4107.0
5204.05,S 4 St & Wythe Ave,86120.0,86678,-558.0,172798.0
5207.01,Centre St & Chambers St,63721.0,64177,-456.0,127898.0
5210.01,Powers St & Olive St,17177.0,17217,-40.0,34394.0
5216.04,Barclay St & Church St,15037.0,15548,-511.0,30585.0
5216.06,Vesey St & Church St,54732.0,54504,228.0,109236.0
5216.07,Vesey St & Greenwich St,52889.0,53132,-243.0,106021.0
5217.03,Amory Ct & Metropolitan Ave,6370.0,6329,41.0,12699.0
5219.05,Manhattan Ave & Devoe St,26408.0,26579,-171.0,52987.0
5225.02,Flushing Ave & Woodward Ave,10016.0,10089,-73.0,20105.0
5225.04,Metropolitan Ave & Flushing Ave,5371.0,5439,-68.0,10810.0
5230.02,Rutgers St & Henry St,31542.0,31705,-163.0,63247.0
5235.05,S 3 St & Bedford Ave,66817.0,67105,-288.0,133922.0
5235.1,Driggs Ave & S 2 St,901.0,98,803.0,999.0
5235.10,Driggs Ave & S 2 St,45427.0,46744,-1317.0,92171.0
5238.05,St James Pl & Oliver St,43103.0,43400,-297.0,86503.0
5241.02,Metropolitan Ave & Vandervoort Ave,3514.0,3579,-65.0,7093.0
5247.1,Reade St & Broadway,747.0,15825,-15078.0,16572.0
5247.10,Reade St & Broadway,32169.0,17450,14719.0,49619.0
5248.05,Eliot Ave & 60 Ln,2024.0,2027,-3.0,4051.0
5250.05,Bushwick Ave & Powers St,29544.0,29477,67.0,59021.0
5257.01,53 St & Flushing Ave,7848.0,7808,40.0,15656.0
5259.06,Devoe St & Lorimer St,39443.0,39615,-172.0,79058.0
5262.09,Madison St & Montgomery St,26691.0,26692,-1.0,53383.0
5267.08,Grand St & Havemeyer St,38058.0,38355,-297.0,76413.0
5267.09,Roebling St & N 4 St,52645.0,52962,-317.0,105607.0
5270.05,Pike St & E Broadway,35600.0,35728,-128.0,71328.0
5270.07,Forsyth St & Canal St,48294.0,48812,-518.0,97106.0
5270.09,Market St & Henry St,50645.0,50803,-158.0,101448.0
5273.01,Metropolitan Ave & Stewart Ave,6099.0,6202,-103.0,12301.0
5276.04,S 2 St & Kent Ave,86457.0,87387,-930.0,173844.0
5279.03,Centre St & Worth St,48605.0,48765,-160.0,97370.0
5280.03,Fresh Pond Rd & Eliot Ave,4125.0,4132,-7.0,8257.0
5282.02,Devoe St & Morgan Ave,13301.0,13332,-31.0,26633.0
5288.08,Park Pl & Church St,32314.0,32794,-480.0,65108.0
5288.09,Warren St & W Broadway,43332.0,43760,-428.0,87092.0
5288.12,Murray St & Greenwich St,42956.0,43990,-1034.0,86946.0
5289.05,56 St & Arnold Ave,2627.0,2661,-34.0,5288.0
5291.05,Graham Ave & Conselyea St,62035.0,62157,-122.0,124192.0
5294.04,Henry St & Grand St,78000.0,77488,512.0,155488.0
5297.02,Vesey Pl & River Terrace,94165.0,94169,-4.0,188334.0
5300.05,Metropolitan Ave & Meeker Ave,49188.0,49288,-100.0,98476.0
5300.06,Union Ave & Jackson St,23002.0,23123,-121.0,46125.0
5303.06,Clinton St & Grand St,86413.0,86604,-191.0,173017.0
5303.06_,Clinton St & Grand St,11619.0,11640,-21.0,23259.0
5303.08,Canal St & Rutgers St,97255.0,97610,-355.0,194865.0
5308.04,Metropolitan Ave & Bedford Ave,100751.0,101416,-665.0,202167.0
5308.04_,Metropolitan Ave & Bedford Ave ,1246.0,1254,-8.0,2500.0
5311.08,Division St & Bowery,44860.0,45310,-450.0,90170.0
5321.08,60 Ave & Fresh Pond Rd,1455.0,1500,-45.0,2955.0
5323.06,Sharon St & Olive St,17497.0,17475,22.0,34972.0
5326.06,Stanton St & Mangin St,20373.0,20350,23.0,40723.0
5329.03,West St & Chambers St,141746.0,142334,-588.0,284080.0
5329.08,Murray St & West St,38359.0,38097,262.0,76456.0
5332.1,Jackson St & Leonard St,345.0,1395,-1050.0,1740.0
5332.10,Jackson St & Leonard St,16532.0,15572,960.0,32104.0
5335.03,Bialystoker Pl & Delancey St,28127.0,27824,303.0,55951.0
5335.07,Grand St & Samuel Dickstein Plaza,50241.0,50154,87.0,100395.0
5340.01,N 7 St & Driggs Ave,98327.0,97486,841.0,195813.0
5343.1,Allen St & Hester St,1253.0,22288,-21035.0,23541.0
5343.10,Allen St & Hester St,62769.0,42446,20323.0,105215.0
5343.11,Orchard St & Grand St,76357.0,76666,-309.0,153023.0
5348.02,Wythe Ave & Metropolitan Ave,44683.0,45211,-528.0,89894.0
5348.06,Kent Ave & N 3 St,6537.0,7291,-754.0,13828.0
5348.06_old,Kent Ave & N 3 St,374.0,488,-114.0,862.0
5351.03,Bayard St & Baxter St,48910.0,49129,-219.0,98039.0
5351.07,Walker St & Baxter St,49819.0,50328,-509.0,100147.0
5354.01,Morgan Ave & Maspeth Ave,6982.0,6773,209.0,13755.0
5359.1,Hudson St & Reade St,1001.0,16565,-15564.0,17566.0
5359.10,Hudson St & Reade St,42329.0,27238,15091.0,69567.0
5359.11,Leonard St & Church St,38136.0,38515,-379.0,76651.0
5359.12,Duane St & Hudson St,29733.0,29998,-265.0,59731.0
5359.13,Church St & Worth St,30539.0,30797,-258.0,61336.0
5360.02,60 St & 60 Rd,2538.0,2610,-72.0,5148.0
5362.08,Withers St & Kingsland Ave,8634.0,8699,-65.0,17333.0
5365.02,Columbia St & Rivington St,31900.0,32017,-117.0,63917.0
5368.03,River Ter & Warren St,44265.0,44408,-143.0,88673.0
5369.01,Grand Ave & 55 St,2721.0,2773,-52.0,5494.0
5371.07,Frost St & Meeker Ave,27832.0,28093,-261.0,55925.0
5374.01,Norfolk St & Broome St,113729.0,114990,-1261.0,228719.0
5379.09,Berry St & N 8 St,59794.0,59536,258.0,119330.0
5379.1,N 6 St & Bedford Ave,1879.0,28736,-26857.0,30615.0
5379.10,N 6 St & Bedford Ave,89669.0,63051,26618.0,152720.0
5382.06,Grand St & Elizabeth St,95976.0,96361,-385.0,192337.0
5382.07,Forsyth St & Grand St,84184.0,84635,-451.0,168819.0
5388.01,Kent Ave & Grand St,73654.0,74516,-862.0,148170.0
5391.06,Lispenard St & Broadway,49316.0,49950,-634.0,99266.0
5392.04,63 St & 59 Dr,1062.0,1088,-26.0,2150.0
5400.05,Harrison St & Hudson St,23631.0,23840,-209.0,47471.0
5401.03,59 St & 59 Rd,943.0,952,-9.0,1895.0
5403.04,Graham Ave & Withers St,29942.0,30216,-274.0,60158.0
5403.05,Graham Ave & Herbert St,16167.0,16306,-139.0,32473.0
5406.02,Rivington St & Ridge St,55962.0,55742,220.0,111704.0
5406.04,Pitt St & Stanton St,17097.0,17684,-587.0,34781.0
5409.02,Page Pl & Grand Ave,2241.0,2229,12.0,4470.0
5411.07,Union Ave & N 12 St,43147.0,43641,-494.0,86788.0
5411.08,Driggs Ave & N 9 St,54875.0,57209,-2334.0,112084.0
5414.06,Allen St & Rivington St,79362.0,79662,-300.0,159024.0
5414.07,Delancey St & Eldridge St,27458.0,27667,-209.0,55125.0
5419.04,N 5 St & Wythe Ave,54912.0,55779,-867.0,110691.0
5422.04,Howard St & Lafayette St,48088.0,47832,256.0,95920.0
5422.09,Lafayette St & Grand St,60110.0,60720,-610.0,120830.0
5430.08,Franklin St & W Broadway,31687.0,32023,-336.0,63710.0
5430.1,6 Ave & Walker St,665.0,2703,-2038.0,3368.0
5430.10,6 Ave & Walker St,36377.0,34565,1812.0,70942.0
5431.01,60 Pl & Flushing Ave,1045.0,1060,-15.0,2105.0
5433.03,Richardson St & N Henry St,21005.0,21045,-40.0,42050.0
5433.04,Frost St & Debevoise Ave,5871.0,5820,51.0,11691.0
5436.09,Ave D & E 3 St,38889.0,38756,133.0,77645.0
5436.11,E Houston St & Columbia St,31003.0,31135,-132.0,62138.0
5440.05,57 St & Grand Ave,1619.0,1638,-19.0,3257.0
5442.05,Bayard St & Leonard St,32783.0,33638,-855.0,66421.0
5442.09,Manhattan Ave & Leonard St,19149.0,19371,-222.0,38520.0
5445.02,Suffolk St & Stanton St,77853.0,77695,158.0,155548.0
5445.07,Stanton St & Norfolk St,62428.0,62527,-99.0,124955.0
5450.01,N 10 St & Berry St,41756.0,42741,-985.0,84497.0
5450.04,N 12 St & Bedford Ave,52805.0,53396,-591.0,106201.0
5453.01,Rivington St & Chrystie St,50584.0,51445,-861.0,102029.0
5453.05,Forsyth St & Broome St,36007.0,36895,-888.0,72902.0
5453.06,Kenmare St & Elizabeth St,56026.0,56322,-296.0,112348.0
5458.02,N 5 St & Northside Piers,53489.0,54191,-702.0,107680.0
5470.1,Greenwich St & Hubert St,881.0,5190,-4309.0,6071.0
5470.10,Greenwich St & Hubert St,36312.0,33808,2504.0,70120.0
5470.12,North Moore St & Greenwich St,69937.0,70539,-602.0,140476.0
5470.13,Hudson St & N Moore St,30196.0,30903,-707.0,61099.0
5471.04,Grand Ave & 58 Ave,1543.0,1591,-48.0,3134.0
5473.03,Engert Ave & McGuinness Blvd,16415.0,16520,-105.0,32935.0
5473.06,Monitor St & Meeker Ave,12587.0,12614,-27.0,25201.0
5476.03,E 2 St & Ave C,62935.0,62696,239.0,125631.0
5481.04,Driggs Ave & Lorimer St,39570.0,40001,-431.0,79571.0
5484.09,Allen St & Stanton St,73276.0,73319,-43.0,146595.0
5489.03,Kent Ave & N 7 St,63848.0,64976,-1128.0,128824.0
5489.04,N 11 St & Kent Ave,19321.0,19519,-198.0,38840.0
5489.06,N 9 St & Wythe Ave,27687.0,28783,-1096.0,56470.0
5492.05,Cleveland Pl & Spring St,118967.0,119683,-716.0,238650.0
5500.02,Grand St & Greene St,50190.0,50595,-405.0,100785.0
5500.07,6 Ave & Canal St,14575.0,15250,-675.0,29825.0
5501.06,Fresh Pond Rd & Flushing Ave,1354.0,1406,-52.0,2760.0
5503.01,Morgan Ave & Lombardy St,14503.0,13440,1063.0,27943.0
5506.1,Ave D & E 8 St,465.0,11565,-11100.0,12030.0
5506.10,Ave D & E 8 St,24349.0,13388,10961.0,37737.0
5506.14,E 6 St & Ave D,44741.0,44718,23.0,89459.0
5509.02,Washington St & Laight St,32579.0,32292,287.0,64871.0
5510.02,57 Rd & 59 St,1455.0,1495,-40.0,2950.0
5510.05,57 Rd & 58 St,496.0,536,-40.0,1032.0
5515.02,E 2 St & Ave B,77300.0,77106,194.0,154406.0
5515.08,E 4 St & Ave B,45300.0,45741,-441.0,91041.0
5520.09,N 15 St & Wythe Ave,28870.0,29819,-949.0,58689.0
5523.02,Stanton St & Chrystie St,57664.0,58348,-684.0,116012.0
5532.01,Mercer St & Spring St,49286.0,50380,-1094.0,99666.0
5539.06,Laight St & Hudson St,15825.0,15869,-44.0,31694.0
5539.08,Varick St & Watts St,4131.0,4205,-74.0,8336.0
5540.06,56 Dr & 61 St,1309.0,1359,-50.0,2668.0
5542.04,Driggs Ave & N Henry St,43345.0,42365,980.0,85710.0
5545.01,E 7 St & Ave C,61643.0,61272,371.0,122915.0
5545.04,E 5 St & Ave C,40650.0,40777,-127.0,81427.0
5548.01,58 St & 56 Dr,1277.0,1321,-44.0,2598.0
5550.05,Bedford Ave & Nassau Ave,49326.0,50136,-810.0,99462.0
5550.09,Leonard St & Nassau Ave,33365.0,33905,-540.0,67270.0
5553.03,E 3 St & 1 Ave,46527.0,46345,182.0,92872.0
5553.1,E 2 St & Ave A,1400.0,297,1103.0,1697.0
5553.10,E 2 St & Ave A,64673.0,66452,-1779.0,131125.0
5558.04,Wythe Ave & N 13 St,30863.0,31739,-876.0,62602.0
5561.04,Mott St & Prince St,76119.0,76473,-354.0,152592.0
5561.06,Lafayette St & Jersey St,93640.0,93935,-295.0,187575.0
5569.06,W Broadway & Spring St,51068.0,52767,-1699.0,103835.0
5569.07,W Broadway & Watts St,42608.0,43590,-982.0,86198.0
5570.04,Grand Ave & Remsen Pl,3573.0,3627,-54.0,7200.0
5572.07,Van Dam St & Meeker Ave,9415.0,8829,586.0,18244.0
5575.08,Ave D & E 12 St,11329.0,11032,297.0,22361.0
5575.13,Ave D & E 10 St,15933.0,15619,314.0,31552.0
5578.02,Watts St & Greenwich St,40353.0,40598,-245.0,80951.0
5579.02,56 Dr & 59 St,1862.0,1933,-71.0,3795.0
5579.04,55 Dr & Maurice Ave,3630.0,3679,-49.0,7309.0
5581.01,Nassau Ave & Russell St,38061.0,38284,-223.0,76345.0
5584.04,E 6 St & Ave B,51141.0,50840,301.0,101981.0
5584.05,E 7 St & Ave B,57312.0,56343,969.0,113655.0
5593.01,E 1 St & 1 Ave,92804.0,93789,-985.0,186593.0
5593.02,E 2 St & 2 Ave,39094.0,39506,-412.0,78600.0
5593.04,E 4 St & 2 Ave,59004.0,59319,-315.0,118323.0
5602.06,Greene St & Prince St,44476.0,45394,-918.0,89870.0
5610.09,6 Ave & Broome St,63714.0,64895,-1181.0,128609.0
5611.04,61 St & Borden Ave,1220.0,1301,-81.0,2521.0
5611.05,63 St & Borden Ave,1049.0,1110,-61.0,2159.0
5613.04,Kingsland Ave & Nassau Ave,34213.0,34216,-3.0,68429.0
5616.01,E 9 St & Ave C,40530.0,40661,-131.0,81191.0
5616.08,E 12 St & Ave C,35379.0,35230,149.0,70609.0
5623.03,Nassau Ave & Newell St,40374.0,41104,-730.0,81478.0
5626.06,E 5 St & Ave A,58009.0,58411,-402.0,116420.0
5626.07,E 7 St & Ave A,78736.0,79091,-355.0,157827.0
5626.13,St Marks Pl & 1 Ave,71821.0,71156,665.0,142977.0
5626.15,1 Ave & E 6 St,76110.0,75235,875.0,151345.0
5633.04,Banker St & Meserole Ave,29342.0,29943,-601.0,59285.0
5636.11,Great Jones St,82067.0,82344,-277.0,164411.0
5636.13,E 1 St & Bowery,56577.0,57180,-603.0,113757.0
5644.05,W Broadway & W Houston St,35627.0,36470,-843.0,72097.0
5653.12,Spring St & Hudson St,63545.0,64149,-604.0,127694.0
5656.03,N Henry St & Norman Ave,16733.0,16587,146.0,33320.0
5659.05,E 10 St & Ave A,73724.0,74511,-787.0,148235.0
5659.11,E 11 St & Ave B,56715.0,55872,843.0,112587.0
5666.04,Meserole Ave & Manhattan Ave,44733.0,44857,-124.0,89590.0
5666.11,Norman Ave & Leonard St,41685.0,42019,-334.0,83704.0
5669.1,St Marks Pl & 2 Ave,1528.0,23186,-21658.0,24714.0
5669.10,St Marks Pl & 2 Ave,66073.0,46080,19993.0,112153.0
5669.12,E 6 St & 2 Ave,45187.0,46391,-1204.0,91578.0
5676.04,Calyer St & West St,47671.0,48031,-360.0,95702.0
5679.05,Mercer St & Bleecker St,70190.0,71081,-891.0,141271.0
5679.08,Bleecker St & Crosby St,93957.0,94469,-512.0,188426.0
5687.04,MacDougal St & Prince St,74822.0,75872,-1050.0,150694.0
5687.11,King St & Varick St,49657.0,50155,-498.0,99812.0
5688.02,64 St & 53 Dr,1500.0,1564,-64.0,3064.0
5696.03,Pier 40 - Hudson River Park,73734.0,74415,-681.0,148149.0
5703.13,Ave A & E 11 St,67064.0,68803,-1739.0,135867.0
5709.04,Lorimer St & Calyer St,23451.0,23560,-109.0,47011.0
5712.03,Cooper Square & Astor Pl,83798.0,84449,-651.0,168247.0
5712.12,E 5 St & Cooper Sq,56682.0,57510,-828.0,114192.0
5721.01,Sullivan St & Washington Sq,64810.0,64921,-111.0,129731.0
5721.07,Thompson St & Bleecker St,66242.0,66692,-450.0,132934.0
5721.14,LaGuardia Pl & W 3 St,63886.0,64820,-934.0,128706.0
5730.08,Greenwich St & W Houston St,69681.0,73228,-3547.0,142909.0
5731.03,Maurice Ave & 53 Dr,789.0,850,-61.0,1639.0
5736.09,E 14 St & Ave B,51692.0,51455,237.0,103147.0
5743.02,Calyer St & Jewel St,18443.0,18813,-370.0,37256.0
5746.02,E 10 St & 2 Ave,74786.0,75013,-227.0,149799.0
5746.14,E 11 St & 1 Ave,71288.0,71504,-216.0,142792.0
5752.07,Milton St & Franklin St,44856.0,45500,-644.0,90356.0
5752.09,Greenpoint Ave & West St,48178.0,48989,-811.0,97167.0
5755.01,Washington Pl & Broadway,46145.0,46377,-232.0,92522.0
5755.14,University Pl & E 8 St,59991.0,60016,-25.0,120007.0
5755.15,Washington Pl & Greene St,47917.0,48551,-634.0,96468.0
5763.03,Carmine St & 6 Ave,105377.0,105809,-432.0,211186.0
5764.02,65 Pl & 53 Ave,3672.0,3714,-42.0,7386.0
5769.06,Ave C & E 16 St,30514.0,29662,852.0,60176.0
5772.05,Morton St & Greenwich St,53963.0,54331,-368.0,108294.0
5779.08,1 Ave & E 16 St,72015.0,71408,607.0,143423.0
5779.09,E 13 St & Ave A,44703.0,43329,1374.0,88032.0
5779.1,E 14 St & 1 Ave,1625.0,18092,-16467.0,19717.0
5779.10,E 14 St & 1 Ave,59187.0,43645,15542.0,102832.0
5779.11,Ave A & E 14 St,119475.0,118961,514.0,238436.0
5785.05,Greenpoint Ave & Manhattan Ave,50027.0,50398,-371.0,100425.0
5785.1,Kent St & McGuinness Blvd,245.0,5992,-5747.0,6237.0
5785.10,Kent St & McGuinness Blvd,12911.0,7301,5610.0,20212.0
5788.12,E 12 St & 3 Ave,46985.0,46758,227.0,93743.0
5788.13,Lafayette St & E 8 St,147707.0,148186,-479.0,295893.0
5788.15,4 Ave & E 12 St,74815.0,75751,-936.0,150566.0
5788.16,E 11 St & 3 Ave,56359.0,56717,-358.0,113076.0
5794.05,India St Pier,38799.0,39117,-318.0,77916.0
5797.01,MacDougal St & Washington Sq,42643.0,43071,-428.0,85714.0
5805.05,Barrow St & Hudson St,50312.0,50420,-108.0,100732.0
5805.07,7 Ave S & Bleecker St,79252.0,79817,-565.0,159069.0
5806.01,53 Ave & 62 St,2321.0,2355,-34.0,4676.0
5820.08,E 13 St & 2 Ave,80719.0,81000,-281.0,161719.0
5826.02,India St & Manhattan Ave,50245.0,51008,-763.0,101253.0
5829.12,E 11 St & Broadway,2262.0,2360,-98.0,4622.0
5838.09,Washington Pl & 6 Ave,56956.0,57275,-319.0,114231.0
5845.02,Woodhaven Blvd & Hoffman Dr,5877.0,6052,-175.0,11929.0
5847.01,Christopher St & Greenwich St,94941.0,95137,-196.0,190078.0
5847.06,W 10 St & Washington St,19760.0,19751,9.0,39511.0
5847.08,Washington St & Barrow St,38599.0,40122,-1523.0,78721.0
5847.09,Washington St & W 10 St,17958.0,17497,461.0,35455.0
5851.01,Greenpoint Ave & Monitor St,4056.0,4017,39.0,8073.0
5854.09,1 Ave & E 18 St,78046.0,77740,306.0,155786.0
5854.1,Stuyvesant Walk & 1 Ave Loop,93.0,392,-299.0,485.0
5854.10,Stuyvesant Walk & 1 Ave Loop,4780.0,4524,256.0,9304.0
5860.02,Green St & McGuinness Blvd,9622.0,9702,-80.0,19324.0
5863.07,E 15 St & 3 Ave,73540.0,73403,137.0,146943.0
5869.04,Huron St & Franklin St,50902.0,51308,-406.0,102210.0
5872.08,E 10 St & 5 Ave,25589.0,25800,-211.0,51389.0
5872.1,E 9 St & 5 Ave,1304.0,17515,-16211.0,18819.0
5872.10,E 9 St & 5 Ave,47221.0,31323,15898.0,78544.0
5878.02,60 Ave & Junction Blvd,3660.0,3709,-49.0,7369.0
5880.02,W 4 St & 7 Ave S,98260.0,98664,-404.0,196924.0
5881.01,Tyler Ave & Maurice Ave,2027.0,2057,-30.0,4084.0
5883.06,Van Dam St & Greenpoint Ave,1717.0,1732,-15.0,3449.0
5883.08,Review Ave & Greenpoint Ave,77.0,81,-4.0,158.0
5886.13,E 20 St & FDR Dr,71480.0,70666,814.0,142146.0
5887.03,Queens Blvd & 56 Ave,6051.0,6214,-163.0,12265.0
5896.01,E 17 St & 2 Ave,50056.0,50244,-188.0,100300.0
5902.07,Eagle St & Manhattan Ave,36193.0,36839,-646.0,73032.0
5905.12,Broadway & E 14 St,134775.0,134009,766.0,268784.0
5905.14,University Pl & E 14 St,132869.0,133913,-1044.0,266782.0
5914.03,W 11 St & 6 Ave,56765.0,56963,-198.0,113728.0
5914.08,Greenwich Ave & Charles St,60709.0,61099,-390.0,121808.0
5917.02,Bradley Ave & Greenpoint Ave,4588.0,4561,27.0,9149.0
5920.03,94 St & 57 Ave,2547.0,2734,-187.0,5281.0
5922.04,Greenwich St & Perry St,55008.0,55110,-102.0,110118.0
5922.07,Perry St & Bleecker St,59367.0,59914,-547.0,119281.0
5922.08,Bank St & Hudson St,33082.0,33191,-109.0,66273.0
5923.02,51 Ave & 61 St,2416.0,2404,12.0,4820.0
5929.01,E 23 St & 1 Ave,63099.0,63479,-380.0,126578.0
5929.07,E 23 St & FDR Dr,17295.0,16544,751.0,33839.0
5930.02,Queens Blvd & Broadway,4701.0,4887,-186.0,9588.0
5938.01,E 19 St & 3 Ave,43824.0,43974,-150.0,87798.0
5938.11,E 16 St & Irving Pl,59751.0,59984,-233.0,119735.0
5944.01,Franklin St & Dupont St,69709.0,69895,-186.0,139604.0
5945.01,60 Ave & Otis Ave,1459.0,1513,-54.0,2972.0
5947.04,W 13 St & 5 Ave,66702.0,66843,-141.0,133545.0
5947.06,E 15 St & 5 Ave,35330.0,35461,-131.0,70791.0
5953.03,97 St & 57 Ave,2208.0,2258,-50.0,4466.0
5955.12,Perry St & Greenwich Ave,46864.0,47154,-290.0,94018.0
5956.04,64 St & 51 Ave,2390.0,2449,-59.0,4839.0
5956.05,50 Ave & 65 St,3754.0,3804,-50.0,7558.0
5962.04,56 Ave & 92 St,3446.0,3632,-186.0,7078.0
5964.01,Bank St & Washington St,39451.0,39696,-245.0,79147.0
5971.08,E 20 St & 2 Ave,53274.0,52975,299.0,106249.0
5971.09,E 22 St & 2 Ave,63815.0,63842,-27.0,127657.0
5977.01,McGuinness Blvd & Eagle St,25422.0,25228,194.0,50650.0
5980.1,E 17 St & Broadway,2423.0,40553,-38130.0,42976.0
5980.10,E 17 St & Broadway,121468.0,83932,37536.0,205400.0
5980.11,Broadway & E 19 St,79776.0,80726,-950.0,160502.0
5983.04,43 St & 50 Ave,9120.0,8982,138.0,18102.0
5987.03,99 St & 58 Ave,1595.0,1742,-147.0,3337.0
5989.02,W 15 St & 6 Ave,85484.0,85739,-255.0,171223.0
5992.02,36 St & Hunters Point Ave,2368.0,2353,15.0,4721.0
5995.07,56 Ave & Junction Blvd,1149.0,1258,-109.0,2407.0
5997.1,W 12 St & Hudson St,1336.0,20660,-19324.0,21996.0
5997.10,W 12 St & Hudson St,57800.0,38657,19143.0,96457.0
5998.09,61 St & Laurel Hill Blvd,2641.0,2668,-27.0,5309.0
6001.01,Borden Ave & Review Ave,3667.0,3693,-26.0,7360.0
6004.06,E 27 St & 1 Ave,64387.0,64461,-74.0,128848.0
6004.07,E 25 St & 1 Ave,35841.0,35697,144.0,71538.0
6005.04,55 Ave & 90 St,2526.0,2579,-53.0,5105.0
6013.12,Gramercy Park N & Gramercy Park E,66084.0,66279,-195.0,132363.0
6014.01,St James Ave & 51 Ave,1926.0,2063,-137.0,3989.0
6016.06,48 St & 50 Ave,6673.0,6344,329.0,13017.0
6019.04,Ash St & Manhattan Ave,33929.0,34001,-72.0,67930.0
6020.02,Waldron St & 108 St,1138.0,1181,-43.0,2319.0
6022.04,E 16 St & 5 Ave,67080.0,67615,-535.0,134695.0
6025.08,39 St & 50 Ave,7830.0,7756,74.0,15586.0
6028.01,57 Ave & 98 Pl,2273.0,2560,-287.0,4833.0
6030.04,W 13 St & 7 Ave,73663.0,73927,-264.0,147590.0
6030.06,W 15 St & 7 Ave,53363.0,53424,-61.0,106787.0
6033.01,31 Pl & Hunters Point Ave,3434.0,3464,-30.0,6898.0
6037.02,53 Ave & 94 St,1881.0,1926,-45.0,3807.0
6039.06,Washington St & Gansevoort St,99505.0,99829,-324.0,199334.0
6046.02,E 25 St & 2 Ave,61723.0,61661,62.0,123384.0
6047.03,51 Ave & Van Loon St,1981.0,2119,-138.0,4100.0
6053.01,Corona Ave & 111 St,2077.0,2159,-82.0,4236.0
6055.08,E 20 St & Park Ave,57506.0,57836,-330.0,115342.0
6056.02,Queens Blvd & Albion Ave,2400.0,2451,-51.0,4851.0
6058.08,44 St & 48 Ave,9083.0,8080,1003.0,17163.0
6062.03,103 St & Martense Ave,2050.0,2109,-59.0,4159.0
6064.08,W 18 St & 6 Ave,80258.0,80772,-514.0,161030.0
6067.01,48 Ave & 37 St,3692.0,3789,-97.0,7481.0
6070.05,55 Ave & 97 Pl,878.0,917,-39.0,1795.0
6072.06,Greenwich Ave & 8 Ave,113200.0,114278,-1078.0,227478.0
6072.11,8 Ave & W 16 St,98121.0,97761,360.0,195882.0
6072.16,Gansevoort St & Hudson St,31507.0,31982,-475.0,63489.0
6076.02,30 St & 48 Ave,4339.0,4325,14.0,8664.0
6079.03,1 Ave & E 30 St,53765.0,54121,-356.0,107886.0
6080.07,90 St & 51 Ave,2672.0,2733,-61.0,5405.0
6086.02,Borden Ave & 25 St,1359.0,1476,-117.0,2835.0
6089.07,Lexington Ave & E 24 St,68466.0,68223,243.0,136689.0
6089.08,Lexington Ave & E 26 St,36087.0,35527,560.0,71614.0
6089.11,E 26 St & 3 Ave,61744.0,61697,47.0,123441.0
6090.03,South Railroad Ave & Broadway,5290.0,5358,-68.0,10648.0
6092.01,47 Ave & 48 St,4350.0,4133,217.0,8483.0
6096.01,Van Cleef St & 108 St,1375.0,1447,-72.0,2822.0
6098.02,W 20 St & 5 Ave,67822.0,68402,-580.0,136224.0
6098.1,Broadway & E 21 St,2642.0,8662,-6020.0,11304.0
6098.10,Broadway & E 21 St,107939.0,102352,5587.0,210291.0
6099.02,76 St & 45 Ave,3640.0,3675,-35.0,7315.0
6101.11,48 Ave & 41 St,9786.0,9356,430.0,19142.0
6104.01,55 Ave & Center Blvd,26864.0,26947,-83.0,53811.0
6105.02,100 St & Lewis Ave,1026.0,1072,-46.0,2098.0
6107.08,W 17 St & 7 Ave,48135.0,48540,-405.0,96675.0
6108.03,69 St & 43 Ave,4159.0,4158,1.0,8317.0
6110.01,34 St & 48 Ave,2554.0,2289,265.0,4843.0
6113.07,51 Ave & Junction Blvd,1581.0,1620,-39.0,3201.0
6115.06,Hudson St & W 13 St,72125.0,72504,-379.0,144629.0
6115.09,W 15 St & 10 Ave,39166.0,39553,-387.0,78719.0
6116.03,61 St & Queens Blvd,8346.0,8394,-48.0,16740.0
6119.01,49 Ave & 27 St,2691.0,2832,-141.0,5523.0
6122.09,2 Ave & E 29 St,86293.0,85686,607.0,171979.0
6123.02,Corona Ave & 90 St,1522.0,1571,-49.0,3093.0
6128.04,49 Ave & 21 St,12797.0,12878,-81.0,25675.0
6131.1,E 24 St & Park Ave S,63628.0,63721,-93.0,127349.0
6131.12,Madison Ave & E 26 St,60143.0,60527,-384.0,120670.0
6131.13,E 27 St & Park Ave S,59807.0,59667,140.0,119474.0
6132.01,82 St & Broadway,8283.0,8300,-17.0,16583.0
6134.03,Greenpoint Ave & 47 St,10523.0,9265,1258.0,19788.0
